Provincia,Mes,Variable,Valor
CHUBUT                               ,Mar,Velocidad del Viento (km/h) (2011-2020),16.233333333333334
CHUBUT                               ,Abr,Velocidad del Viento (km/h) (2011-2020),15.700000000000001
CHUBUT                               ,May,Velocidad del Viento (km/h) (2011-2020),14.966666666666667
CHUBUT                               ,Jun,Velocidad del Viento (km/h) (2011-2020),16.566666666666666
CHUBUT                               ,Jul,Velocidad del Viento (km/h) (2011-2020),15.300000000000002
CHUBUT                               ,Ago,Velocidad del Viento (km/h) (2011-2020),16.866666666666667
CHUBUT                               ,Sep,Velocidad del Viento (km/h) (2011-2020),16.900000000000002
CHUBUT                               ,Oct,Velocidad del Viento (km/h) (2011-2020),17.900000000000002
CHUBUT                               ,Nov,Velocidad del Viento (km/h) (2011-2020),20.733333333333334
CHUBUT                               ,Dic,Velocidad del Viento (km/h) (2011-2020),22.0
CORDOBA                              ,Ene,Frecuencia de días con Precipitación superior a 1.0 mm,7.95
CORDOBA                              ,Feb,Frecuencia de días con Precipitación superior a 1.0 mm,7.2875
CORDOBA                              ,Mar,Frecuencia de días con Precipitación superior a 1.0 mm,6.999999999999999
CORDOBA                              ,Abr,Frecuencia de días con Precipitación superior a 1.0 mm,5.7125
CORDOBA                              ,May,Frecuencia de días con Precipitación superior a 1.0 mm,3.2
CORDOBA                              ,Jun,Frecuencia de días con Precipitación superior a 1.0 mm,1.45
CORDOBA                              ,Jul,Frecuencia de días con Precipitación superior a 1.0 mm,1.425
CORDOBA                              ,Ago,Frecuencia de días con Precipitación superior a 1.0 mm,1.25
CORDOBA                              ,Sep,Frecuencia de días con Precipitación superior a 1.0 mm,3.1999999999999997
CORDOBA                              ,Oct,Frecuencia de días con Precipitación superior a 1.0 mm,6.0625
CORDOBA                              ,Nov,Frecuencia de días con Precipitación superior a 1.0 mm,7.7875000000000005
CORDOBA                              ,Dic,Frecuencia de días con Precipitación superior a 1.0 mm,8.4125
CORDOBA                              ,Ene,Humedad relativa (%),68.32499999999999
CORDOBA                              ,Feb,Humedad relativa (%),73.63749999999999
CORDOBA                              ,Mar,Humedad relativa (%),75.1
CORDOBA                              ,Abr,Humedad relativa (%),74.8875
CORDOBA                              ,May,Humedad relativa (%),76.16250000000001
CORDOBA                              ,Jun,Humedad relativa (%),73.63749999999999
CORDOBA                              ,Jul,Humedad relativa (%),68.4375
CORDOBA                              ,Ago,Humedad relativa (%),60.60000000000001
CORDOBA                              ,Sep,Humedad relativa (%),59.050000000000004
CORDOBA                              ,Oct,Humedad relativa (%),62.5625
CORDOBA                              ,Nov,Humedad relativa (%),61.8
CORDOBA                              ,Dic,Humedad relativa (%),63.4875
CORDOBA                              ,Ene,Nubosidad total (octavos),3.4
CORDOBA                              ,Feb,Nubosidad total (octavos),3.5124999999999997
CORDOBA                              ,Mar,Nubosidad total (octavos),3.4
CORDOBA                              ,Abr,Nubosidad total (octavos),3.7625000000000006
CORDOBA                              ,May,Nubosidad total (octavos),4.0875
CORDOBA                              ,Jun,Nubosidad total (octavos),3.75
CORDOBA                              ,Jul,Nubosidad total (octavos),3.4
CORDOBA                              ,Ago,Nubosidad total (octavos),2.9875000000000003
CORDOBA                              ,Sep,Nubosidad total (octavos),3.2249999999999996
CORDOBA                              ,Oct,Nubosidad total (octavos),3.6249999999999996
CORDOBA                              ,Nov,Nubosidad total (octavos),3.4375000000000004
CORDOBA                              ,Dic,Nubosidad total (octavos),3.375
CORDOBA                              ,Ene,Precipitación (mm),120.175
CORDOBA                              ,Feb,Precipitación (mm),116.8375
CORDOBA                              ,Mar,Precipitación (mm),108.025
CORDOBA                              ,Abr,Precipitación (mm),71.0625
CORDOBA                              ,May,Precipitación (mm),27.1375
CORDOBA                              ,Jun,Precipitación (mm),9.475
CORDOBA                              ,Jul,Precipitación (mm),8.5625
CORDOBA                              ,Ago,Precipitación (mm),10.525
CORDOBA                              ,Sep,Precipitación (mm),32.5875
CORDOBA                              ,Oct,Precipitación (mm),77.12499999999999
CORDOBA                              ,Nov,Precipitación (mm),104.2375
CORDOBA                              ,Dic,Precipitación (mm),130.925
CORDOBA                              ,Ene,Temperatura (°C),23.9375
CORDOBA                              ,Feb,Temperatura (°C),22.425
CORDOBA                              ,Mar,Temperatura (°C),20.775
CORDOBA                              ,Abr,Temperatura (°C),17.2625
CORDOBA                              ,May,Temperatura (°C),13.575000000000001
CORDOBA                              ,Jun,Temperatura (°C),10.45
CORDOBA                              ,Jul,Temperatura (°C),9.525
CORDOBA                              ,Ago,Temperatura (°C),12.0375
CORDOBA                              ,Sep,Temperatura (°C),14.975000000000001
CORDOBA                              ,Oct,Temperatura (°C),18.3625
CORDOBA                              ,Nov,Temperatura (°C),21.25
CORDOBA                              ,Dic,Temperatura (°C),23.35
CORDOBA                              ,Ene,Temperatura máxima (°C),30.700000000000003
CORDOBA                              ,Feb,Temperatura máxima (°C),29.05
CORDOBA                              ,Mar,Temperatura máxima (°C),27.562500000000004
CORDOBA                              ,Abr,Temperatura máxima (°C),24.137500000000003
CORDOBA                              ,May,Temperatura máxima (°C),20.400000000000002
CORDOBA                              ,Jun,Temperatura máxima (°C),17.7625
CORDOBA                              ,Jul,Temperatura máxima (°C),17.275
CORDOBA                              ,Ago,Temperatura máxima (°C),20.374999999999996
CORDOBA                              ,Sep,Temperatura máxima (°C),22.875000000000004
CORDOBA                              ,Oct,Temperatura máxima (°C),25.55
CORDOBA                              ,Nov,Temperatura máxima (°C),28.387500000000003
CORDOBA                              ,Dic,Temperatura máxima (°C),30.3875
CORDOBA                              ,Ene,Temperatura mínima (°C),15.5625
CORDOBA                              ,Feb,Temperatura mínima (°C),14.662500000000001
CORDOBA                              ,Mar,Temperatura mínima (°C),13.387500000000001
CORDOBA                              ,Abr,Temperatura mínima (°C),10.5375
CORDOBA                              ,May,Temperatura mínima (°C),7.537499999999999
CORDOBA                              ,Jun,Temperatura mínima (°C),4.4625
CORDOBA                              ,Jul,Temperatura mínima (°C),3.4875000000000003
CORDOBA                              ,Ago,Temperatura mínima (°C),4.9125
CORDOBA                              ,Sep,Temperatura mínima (°C),7.2
CORDOBA                              ,Oct,Temperatura mínima (°C),10.3875
CORDOBA                              ,Nov,Temperatura mínima (°C),12.75
CORDOBA                              ,Dic,Temperatura mínima (°C),14.7125
CORDOBA                              ,Ene,Velocidad del Viento (km/h) (2011-2020),8.4125
CORDOBA                              ,Feb,Velocidad del Viento (km/h) (2011-2020),7.175000000000001
CORDOBA                              ,Mar,Velocidad del Viento (km/h) (2011-2020),7.199999999999999
CORDOBA                              ,Abr,Velocidad del Viento (km/h) (2011-2020),6.862499999999999
CORDOBA                              ,May,Velocidad del Viento (km/h) (2011-2020),6.6125
CORDOBA                              ,Jun,Velocidad del Viento (km/h) (2011-2020),6.55
CORDOBA                              ,Jul,Velocidad del Viento (km/h) (2011-2020),7.1625
CORDOBA                              ,Ago,Velocidad del Viento (km/h) (2011-2020),8.5375
CORDOBA                              ,Sep,Velocidad del Viento (km/h) (2011-2020),9.325
CORDOBA                              ,Oct,Velocidad del Viento (km/h) (2011-2020),9.712499999999999
CORDOBA                              ,Nov,Velocidad del Viento (km/h) (2011-2020),9.9125
CORDOBA                              ,Dic,Velocidad del Viento (km/h) (2011-2020),9.425
CORRIENTES                           ,Ene,Frecuencia de días con Precipitación superior a 1.0 mm,7.3
CORRIENTES                           ,Feb,Frecuencia de días con Precipitación superior a 1.0 mm,7.066666666666667
CORRIENTES                           ,Mar,Frecuencia de días con Precipitación superior a 1.0 mm,6.966666666666666
CORRIENTES                           ,Abr,Frecuencia de días con Precipitación superior a 1.0 mm,7.400000000000001
CORRIENTES                           ,May,Frecuencia de días con Precipitación superior a 1.0 mm,6.466666666666666
CORRIENTES                           ,Jun,Frecuencia de días con Precipitación superior a 1.0 mm,5.233333333333333
CORRIENTES                           ,Jul,Frecuencia de días con Precipitación superior a 1.0 mm,4.5
CORRIENTES                           ,Ago,Frecuencia de días con Precipitación superior a 1.0 mm,3.9666666666666663
CORRIENTES                           ,Sep,Frecuencia de días con Precipitación superior a 1.0 mm,5.8999999999999995
CORRIENTES                           ,Oct,Frecuencia de días con Precipitación superior a 1.0 mm,8.5
CORRIENTES                           ,Nov,Frecuencia de días con Precipitación superior a 1.0 mm,7.1000000000000005
CORRIENTES                           ,Dic,Frecuencia de días con Precipitación superior a 1.0 mm,7.6000000000000005
CORRIENTES                           ,Ene,Humedad relativa (%),69.9
CORRIENTES                           ,Feb,Humedad relativa (%),73.03333333333333
CORRIENTES                           ,Mar,Humedad relativa (%),75.26666666666667
CORRIENTES                           ,Abr,Humedad relativa (%),78.10000000000001
CORRIENTES                           ,May,Humedad relativa (%),80.96666666666667
CORRIENTES                           ,Jun,Humedad relativa (%),81.5
CORRIENTES                           ,Jul,Humedad relativa (%),77.73333333333333
CORRIENTES                           ,Ago,Humedad relativa (%),72.86666666666667
CORRIENTES                           ,Sep,Humedad relativa (%),71.39999999999999
CORRIENTES                           ,Oct,Humedad relativa (%),72.86666666666666
CORRIENTES                           ,Nov,Humedad relativa (%),69.06666666666668
CORRIENTES                           ,Dic,Humedad relativa (%),68.93333333333334
CORRIENTES                           ,Ene,Nubosidad total (octavos),3.5
CORRIENTES                           ,Feb,Nubosidad total (octavos),3.566666666666667
CORRIENTES                           ,Mar,Nubosidad total (octavos),3.3333333333333335
CORRIENTES                           ,Abr,Nubosidad total (octavos),3.5666666666666664
CORRIENTES                           ,May,Nubosidad total (octavos),3.9333333333333336
CORRIENTES                           ,Jun,Nubosidad total (octavos),4.266666666666667
CORRIENTES                           ,Jul,Nubosidad total (octavos),3.8666666666666667
CORRIENTES                           ,Ago,Nubosidad total (octavos),3.466666666666667
CORRIENTES                           ,Sep,Nubosidad total (octavos),3.7999999999999994
CORRIENTES                           ,Oct,Nubosidad total (octavos),3.9
CORRIENTES                           ,Nov,Nubosidad total (octavos),3.266666666666667
CORRIENTES                           ,Dic,Nubosidad total (octavos),3.4666666666666663
CORRIENTES                           ,Ene,Precipitación (mm),160.26666666666665
CORRIENTES                           ,Feb,Precipitación (mm),145.73333333333335
CORRIENTES                           ,Mar,Precipitación (mm),146.96666666666667
CORRIENTES                           ,Abr,Precipitación (mm),182.80000000000004
CORRIENTES                           ,May,Precipitación (mm),109.3
CORRIENTES                           ,Jun,Precipitación (mm),78.83333333333333
CORRIENTES                           ,Jul,Precipitación (mm),54.03333333333334
CORRIENTES                           ,Ago,Precipitación (mm),53.93333333333334
CORRIENTES                           ,Sep,Precipitación (mm),81.3
CORRIENTES                           ,Oct,Precipitación (mm),161.46666666666667
CORRIENTES                           ,Nov,Precipitación (mm),156.03333333333333
CORRIENTES                           ,Dic,Precipitación (mm),167.3
CORRIENTES                           ,Ene,Temperatura (°C),26.366666666666664
CORRIENTES                           ,Feb,Temperatura (°C),25.433333333333337
CORRIENTES                           ,Mar,Temperatura (°C),23.733333333333334
CORRIENTES                           ,Abr,Temperatura (°C),20.533333333333335
CORRIENTES                           ,May,Temperatura (°C),16.866666666666664
CORRIENTES                           ,Jun,Temperatura (°C),14.733333333333334
CORRIENTES                           ,Jul,Temperatura (°C),13.9
CORRIENTES                           ,Ago,Temperatura (°C),15.866666666666667
CORRIENTES                           ,Sep,Temperatura (°C),17.766666666666666
CORRIENTES                           ,Oct,Temperatura (°C),20.766666666666666
CORRIENTES                           ,Nov,Temperatura (°C),23.0
CORRIENTES                           ,Dic,Temperatura (°C),25.266666666666666
CORRIENTES                           ,Ene,Temperatura máxima (°C),32.53333333333333
CORRIENTES                           ,Feb,Temperatura máxima (°C),31.433333333333334
CORRIENTES                           ,Mar,Temperatura máxima (°C),29.866666666666664
CORRIENTES                           ,Abr,Temperatura máxima (°C),26.366666666666664
CORRIENTES                           ,May,Temperatura máxima (°C),22.3
CORRIENTES                           ,Jun,Temperatura máxima (°C),20.099999999999998
CORRIENTES                           ,Jul,Temperatura máxima (°C),19.7
CORRIENTES                           ,Ago,Temperatura máxima (°C),22.433333333333334
CORRIENTES                           ,Sep,Temperatura máxima (°C),24.03333333333333
CORRIENTES                           ,Oct,Temperatura máxima (°C),26.566666666666666
CORRIENTES                           ,Nov,Temperatura máxima (°C),29.0
CORRIENTES                           ,Dic,Temperatura máxima (°C),31.333333333333332
CORRIENTES                           ,Ene,Temperatura mínima (°C),20.933333333333334
CORRIENTES                           ,Feb,Temperatura mínima (°C),20.366666666666667
CORRIENTES                           ,Mar,Temperatura mínima (°C),18.799999999999997
CORRIENTES                           ,Abr,Temperatura mínima (°C),15.966666666666669
CORRIENTES                           ,May,Temperatura mínima (°C),12.6
CORRIENTES                           ,Jun,Temperatura mínima (°C),10.633333333333335
CORRIENTES                           ,Jul,Temperatura mínima (°C),9.4
CORRIENTES                           ,Ago,Temperatura mínima (°C),10.666666666666666
CORRIENTES                           ,Sep,Temperatura mínima (°C),12.566666666666665
CORRIENTES                           ,Oct,Temperatura mínima (°C),15.633333333333333
CORRIENTES                           ,Nov,Temperatura mínima (°C),17.233333333333334
CORRIENTES                           ,Dic,Temperatura mínima (°C),19.6
CORRIENTES                           ,Ene,Velocidad del Viento (km/h) (2011-2020),13.1
CORRIENTES                           ,Feb,Velocidad del Viento (km/h) (2011-2020),12.666666666666666
CORRIENTES                           ,Mar,Velocidad del Viento (km/h) (2011-2020),12.366666666666667
CORRIENTES                           ,Abr,Velocidad del Viento (km/h) (2011-2020),11.766666666666667
CORRIENTES                           ,May,Velocidad del Viento (km/h) (2011-2020),11.966666666666667
CORRIENTES                           ,Jun,Velocidad del Viento (km/h) (2011-2020),12.233333333333334
CORRIENTES                           ,Jul,Velocidad del Viento (km/h) (2011-2020),12.933333333333332
CORRIENTES                           ,Ago,Velocidad del Viento (km/h) (2011-2020),15.299999999999999
CORRIENTES                           ,Sep,Velocidad del Viento (km/h) (2011-2020),15.766666666666666
CORRIENTES                           ,Oct,Velocidad del Viento (km/h) (2011-2020),15.933333333333335
CORRIENTES                           ,Nov,Velocidad del Viento (km/h) (2011-2020),14.299999999999999
CORRIENTES                           ,Dic,Velocidad del Viento (km/h) (2011-2020),13.166666666666666
ENTRE RIOS                           ,Ene,Frecuencia de días con Precipitación superior a 1.0 mm,6.6000000000000005
ENTRE RIOS                           ,Feb,Frecuencia de días con Precipitación superior a 1.0 mm,6.833333333333333
ENTRE RIOS                           ,Mar,Frecuencia de días con Precipitación superior a 1.0 mm,6.6000000000000005
ENTRE RIOS                           ,Abr,Frecuencia de días con Precipitación superior a 1.0 mm,7.366666666666667
ENTRE RIOS                           ,May,Frecuencia de días con Precipitación superior a 1.0 mm,5.3
ENTRE RIOS                           ,Jun,Frecuencia de días con Precipitación superior a 1.0 mm,4.133333333333333
ENTRE RIOS                           ,Jul,Frecuencia de días con Precipitación superior a 1.0 mm,3.8666666666666667
ENTRE RIOS                           ,Ago,Frecuencia de días con Precipitación superior a 1.0 mm,4.300000000000001
ENTRE RIOS                           ,Sep,Frecuencia de días con Precipitación superior a 1.0 mm,5.3
ENTRE RIOS                           ,Oct,Frecuencia de días con Precipitación superior a 1.0 mm,7.599999999999999
ENTRE RIOS                           ,Nov,Frecuencia de días con Precipitación superior a 1.0 mm,6.566666666666666
ENTRE RIOS                           ,Dic,Frecuencia de días con Precipitación superior a 1.0 mm,7.433333333333333
ENTRE RIOS                           ,Ene,Humedad relativa (%),66.39999999999999
ENTRE RIOS                           ,Feb,Humedad relativa (%),71.60000000000001
ENTRE RIOS                           ,Mar,Humedad relativa (%),73.93333333333334
ENTRE RIOS                           ,Abr,Humedad relativa (%),77.6
ENTRE RIOS                           ,May,Humedad relativa (%),80.83333333333333
ENTRE RIOS                           ,Jun,Humedad relativa (%),81.06666666666666
ENTRE RIOS                           ,Jul,Humedad relativa (%),77.96666666666667
ENTRE RIOS                           ,Ago,Humedad relativa (%),73.13333333333334
ENTRE RIOS                           ,Sep,Humedad relativa (%),70.66666666666667
ENTRE RIOS                           ,Oct,Humedad relativa (%),71.39999999999999
ENTRE RIOS                           ,Nov,Humedad relativa (%),66.36666666666666
ENTRE RIOS                           ,Dic,Humedad relativa (%),65.10000000000001
ENTRE RIOS                           ,Ene,Nubosidad total (octavos),3.0
ENTRE RIOS                           ,Feb,Nubosidad total (octavos),3.2000000000000006
ENTRE RIOS                           ,Mar,Nubosidad total (octavos),3.0
ENTRE RIOS                           ,Abr,Nubosidad total (octavos),3.3666666666666667
ENTRE RIOS                           ,May,Nubosidad total (octavos),3.8666666666666667
ENTRE RIOS                           ,Jun,Nubosidad total (octavos),4.033333333333333
ENTRE RIOS                           ,Jul,Nubosidad total (octavos),3.733333333333334
ENTRE RIOS                           ,Ago,Nubosidad total (octavos),3.4
ENTRE RIOS                           ,Sep,Nubosidad total (octavos),3.466666666666667
ENTRE RIOS                           ,Oct,Nubosidad total (octavos),3.6666666666666665
ENTRE RIOS                           ,Nov,Nubosidad total (octavos),3.133333333333333
ENTRE RIOS                           ,Dic,Nubosidad total (octavos),3.0666666666666664
ENTRE RIOS                           ,Ene,Precipitación (mm),127.53333333333335
ENTRE RIOS                           ,Feb,Precipitación (mm),134.63333333333333
ENTRE RIOS                           ,Mar,Precipitación (mm),137.46666666666667
ENTRE RIOS                           ,Abr,Precipitación (mm),144.73333333333332
ENTRE RIOS                           ,May,Precipitación (mm),85.60000000000001
ENTRE RIOS                           ,Jun,Precipitación (mm),60.26666666666667
ENTRE RIOS                           ,Jul,Precipitación (mm),47.53333333333333
ENTRE RIOS                           ,Ago,Precipitación (mm),57.93333333333333
ENTRE RIOS                           ,Sep,Precipitación (mm),74.06666666666666
ENTRE RIOS                           ,Oct,Precipitación (mm),137.9
ENTRE RIOS                           ,Nov,Precipitación (mm),124.56666666666666
ENTRE RIOS                           ,Dic,Precipitación (mm),148.03333333333333
ENTRE RIOS                           ,Ene,Temperatura (°C),25.166666666666668
ENTRE RIOS                           ,Feb,Temperatura (°C),23.866666666666664
ENTRE RIOS                           ,Mar,Temperatura (°C),22.066666666666666
ENTRE RIOS                           ,Abr,Temperatura (°C),18.433333333333334
ENTRE RIOS                           ,May,Temperatura (°C),14.933333333333332
ENTRE RIOS                           ,Jun,Temperatura (°C),12.233333333333334
ENTRE RIOS                           ,Jul,Temperatura (°C),11.4
ENTRE RIOS                           ,Ago,Temperatura (°C),13.4
ENTRE RIOS                           ,Sep,Temperatura (°C),15.5
ENTRE RIOS                           ,Oct,Temperatura (°C),18.566666666666666
ENTRE RIOS                           ,Nov,Temperatura (°C),21.433333333333334
ENTRE RIOS                           ,Dic,Temperatura (°C),23.833333333333332
ENTRE RIOS                           ,Ene,Temperatura máxima (°C),31.433333333333334
ENTRE RIOS                           ,Feb,Temperatura máxima (°C),29.933333333333334
ENTRE RIOS                           ,Mar,Temperatura máxima (°C),28.166666666666668
ENTRE RIOS                           ,Abr,Temperatura máxima (°C),24.333333333333332
ENTRE RIOS                           ,May,Temperatura máxima (°C),20.433333333333334
ENTRE RIOS                           ,Jun,Temperatura máxima (°C),17.599999999999998
ENTRE RIOS                           ,Jul,Temperatura máxima (°C),17.1
ENTRE RIOS                           ,Ago,Temperatura máxima (°C),19.8
ENTRE RIOS                           ,Sep,Temperatura máxima (°C),21.666666666666668
ENTRE RIOS                           ,Oct,Temperatura máxima (°C),24.433333333333334
ENTRE RIOS                           ,Nov,Temperatura máxima (°C),27.566666666666666
ENTRE RIOS                           ,Dic,Temperatura máxima (°C),30.066666666666663
ENTRE RIOS                           ,Ene,Temperatura mínima (°C),19.233333333333334
ENTRE RIOS                           ,Feb,Temperatura mínima (°C),18.5
ENTRE RIOS                           ,Mar,Temperatura mínima (°C),16.799999999999997
ENTRE RIOS                           ,Abr,Temperatura mínima (°C),13.5
ENTRE RIOS                           ,May,Temperatura mínima (°C),10.566666666666666
ENTRE RIOS                           ,Jun,Temperatura mínima (°C),7.900000000000001
ENTRE RIOS                           ,Jul,Temperatura mínima (°C),6.866666666666667
ENTRE RIOS                           ,Ago,Temperatura mínima (°C),8.166666666666666
ENTRE RIOS                           ,Sep,Temperatura mínima (°C),10.0
ENTRE RIOS                           ,Oct,Temperatura mínima (°C),13.066666666666668
ENTRE RIOS                           ,Nov,Temperatura mínima (°C),15.366666666666665
ENTRE RIOS                           ,Dic,Temperatura mínima (°C),17.666666666666668
ENTRE RIOS                           ,Ene,Velocidad del Viento (km/h) (2011-2020),7.766666666666667
ENTRE RIOS                           ,Feb,Velocidad del Viento (km/h) (2011-2020),7.233333333333333
ENTRE RIOS                           ,Mar,Velocidad del Viento (km/h) (2011-2020),6.7
ENTRE RIOS                           ,Abr,Velocidad del Viento (km/h) (2011-2020),6.666666666666667
ENTRE RIOS                           ,May,Velocidad del Viento (km/h) (2011-2020),6.766666666666667
ENTRE RIOS                           ,Jun,Velocidad del Viento (km/h) (2011-2020),7.3
ENTRE RIOS                           ,Jul,Velocidad del Viento (km/h) (2011-2020),7.566666666666667
ENTRE RIOS                           ,Ago,Velocidad del Viento (km/h) (2011-2020),8.666666666666666
ENTRE RIOS                           ,Sep,Velocidad del Viento (km/h) (2011-2020),8.9
ENTRE RIOS                           ,Oct,Velocidad del Viento (km/h) (2011-2020),9.033333333333333
ENTRE RIOS                           ,Nov,Velocidad del Viento (km/h) (2011-2020),8.833333333333334
ENTRE RIOS                           ,Dic,Velocidad del Viento (km/h) (2011-2020),8.166666666666666
FORMOSA                              ,Ene,Frecuencia de días con Precipitación superior a 1.0 mm,7.15
FORMOSA                              ,Feb,Frecuencia de días con Precipitación superior a 1.0 mm,7.2
FORMOSA                              ,Mar,Frecuencia de días con Precipitación superior a 1.0 mm,7.15
FORMOSA                              ,Abr,Frecuencia de días con Precipitación superior a 1.0 mm,6.65
FORMOSA                              ,May,Frecuencia de días con Precipitación superior a 1.0 mm,5.45
FORMOSA                              ,Jun,Frecuencia de días con Precipitación superior a 1.0 mm,3.9000000000000004
FORMOSA                              ,Jul,Frecuencia de días con Precipitación superior a 1.0 mm,2.8
FORMOSA                              ,Ago,Frecuencia de días con Precipitación superior a 1.0 mm,2.5
FORMOSA                              ,Sep,Frecuencia de días con Precipitación superior a 1.0 mm,4.2
FORMOSA                              ,Oct,Frecuencia de días con Precipitación superior a 1.0 mm,6.95
FORMOSA                              ,Nov,Frecuencia de días con Precipitación superior a 1.0 mm,7.6
FORMOSA                              ,Dic,Frecuencia de días con Precipitación superior a 1.0 mm,7.35
FORMOSA                              ,Ene,Humedad relativa (%),69.7
FORMOSA                              ,Feb,Humedad relativa (%),72.95
FORMOSA                              ,Mar,Humedad relativa (%),75.25
FORMOSA                              ,Abr,Humedad relativa (%),78.15
FORMOSA                              ,May,Humedad relativa (%),80.6
FORMOSA                              ,Jun,Humedad relativa (%),79.75
FORMOSA                              ,Jul,Humedad relativa (%),73.6
FORMOSA                              ,Ago,Humedad relativa (%),65.9
FORMOSA                              ,Sep,Humedad relativa (%),64.25
FORMOSA                              ,Oct,Humedad relativa (%),67.80000000000001
FORMOSA                              ,Nov,Humedad relativa (%),68.55
FORMOSA                              ,Dic,Humedad relativa (%),69.75
FORMOSA                              ,Ene,Nubosidad total (octavos),3.95
FORMOSA                              ,Feb,Nubosidad total (octavos),3.95
FORMOSA                              ,Mar,Nubosidad total (octavos),3.7
FORMOSA                              ,Abr,Nubosidad total (octavos),3.9499999999999997
FORMOSA                              ,May,Nubosidad total (octavos),4.199999999999999
FORMOSA                              ,Jun,Nubosidad total (octavos),4.5
FORMOSA                              ,Jul,Nubosidad total (octavos),3.8
FORMOSA                              ,Ago,Nubosidad total (octavos),3.25
FORMOSA                              ,Sep,Nubosidad total (octavos),3.55
FORMOSA                              ,Oct,Nubosidad total (octavos),4.0
FORMOSA                              ,Nov,Nubosidad total (octavos),3.6500000000000004
FORMOSA                              ,Dic,Nubosidad total (octavos),3.8499999999999996
FORMOSA                              ,Ene,Precipitación (mm),146.9
FORMOSA                              ,Feb,Precipitación (mm),128.5
FORMOSA                              ,Mar,Precipitación (mm),147.3
FORMOSA                              ,Abr,Precipitación (mm),127.5
FORMOSA                              ,May,Precipitación (mm),87.75
FORMOSA                              ,Jun,Precipitación (mm),38.599999999999994
FORMOSA                              ,Jul,Precipitación (mm),28.3
FORMOSA                              ,Ago,Precipitación (mm),23.349999999999998
FORMOSA                              ,Sep,Precipitación (mm),50.55
FORMOSA                              ,Oct,Precipitación (mm),110.30000000000001
FORMOSA                              ,Nov,Precipitación (mm),143.95
FORMOSA                              ,Dic,Precipitación (mm),153.85000000000002
FORMOSA                              ,Ene,Temperatura (°C),28.0
FORMOSA                              ,Feb,Temperatura (°C),26.95
FORMOSA                              ,Mar,Temperatura (°C),25.65
FORMOSA                              ,Abr,Temperatura (°C),22.7
FORMOSA                              ,May,Temperatura (°C),18.95
FORMOSA                              ,Jun,Temperatura (°C),17.25
FORMOSA                              ,Jul,Temperatura (°C),16.5
FORMOSA                              ,Ago,Temperatura (°C),18.8
FORMOSA                              ,Sep,Temperatura (°C),21.1
FORMOSA                              ,Oct,Temperatura (°C),24.15
FORMOSA                              ,Nov,Temperatura (°C),25.35
FORMOSA                              ,Dic,Temperatura (°C),27.25
FORMOSA                              ,Ene,Temperatura máxima (°C),34.8
FORMOSA                              ,Feb,Temperatura máxima (°C),33.5
FORMOSA                              ,Mar,Temperatura máxima (°C),32.2
FORMOSA                              ,Abr,Temperatura máxima (°C),28.9
FORMOSA                              ,May,Temperatura máxima (°C),24.85
FORMOSA                              ,Jun,Temperatura máxima (°C),23.3
FORMOSA                              ,Jul,Temperatura máxima (°C),23.45
FORMOSA                              ,Ago,Temperatura máxima (°C),26.5
FORMOSA                              ,Sep,Temperatura máxima (°C),28.549999999999997
FORMOSA                              ,Oct,Temperatura máxima (°C),30.9
FORMOSA                              ,Nov,Temperatura máxima (°C),32.05
FORMOSA                              ,Dic,Temperatura máxima (°C),33.8
FORMOSA                              ,Ene,Temperatura mínima (°C),22.3
FORMOSA                              ,Feb,Temperatura mínima (°C),21.75
FORMOSA                              ,Mar,Temperatura mínima (°C),20.450000000000003
FORMOSA                              ,Abr,Temperatura mínima (°C),17.9
FORMOSA                              ,May,Temperatura mínima (°C),14.35
FORMOSA                              ,Jun,Temperatura mínima (°C),12.8
FORMOSA                              ,Jul,Temperatura mínima (°C),11.15
FORMOSA                              ,Ago,Temperatura mínima (°C),12.649999999999999
FORMOSA                              ,Sep,Temperatura mínima (°C),14.85
FORMOSA                              ,Oct,Temperatura mínima (°C),18.4
FORMOSA                              ,Nov,Temperatura mínima (°C),19.4
FORMOSA                              ,Dic,Temperatura mínima (°C),21.35
FORMOSA                              ,Ene,Velocidad del Viento (km/h) (2011-2020),8.9
FORMOSA                              ,Feb,Velocidad del Viento (km/h) (2011-2020),8.35
FORMOSA                              ,Mar,Velocidad del Viento (km/h) (2011-2020),7.75
FORMOSA                              ,Abr,Velocidad del Viento (km/h) (2011-2020),7.55
FORMOSA                              ,May,Velocidad del Viento (km/h) (2011-2020),7.85
FORMOSA                              ,Jun,Velocidad del Viento (km/h) (2011-2020),8.5
FORMOSA                              ,Jul,Velocidad del Viento (km/h) (2011-2020),8.65
FORMOSA                              ,Ago,Velocidad del Viento (km/h) (2011-2020),10.55
FORMOSA                              ,Sep,Velocidad del Viento (km/h) (2011-2020),10.2
FORMOSA                              ,Oct,Velocidad del Viento (km/h) (2011-2020),11.0
FORMOSA                              ,Nov,Velocidad del Viento (km/h) (2011-2020),9.7
FORMOSA                              ,Dic,Velocidad del Viento (km/h) (2011-2020),9.15
JUJUY                                ,Ene,Frecuencia de días con Precipitación superior a 1.0 mm,12.200000000000001
JUJUY                                ,Feb,Frecuencia de días con Precipitación superior a 1.0 mm,11.033333333333333
JUJUY                                ,Mar,Frecuencia de días con Precipitación superior a 1.0 mm,10.333333333333334
